strategy	promptFile	answerFile	source	target	depth	answer	correct
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/no/5.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/no/5.txt	cpkjjegy	srggkzmk	10	NA	false
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/yes/6.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/yes/6.txt	gmwakajp	xxauumhr	10	YES	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/no/6.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/no/6.txt	jgfwovgp	fcxwvmvc	10	YES	false
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/yes/7.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/yes/7.txt	hfrfafdh	hosbcmrx	10	YES	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/no/7.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/no/7.txt	lcywemeo	hfrfafdh	10	NO	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/yes/8.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/yes/8.txt	dtnevuni	mstxapul	10	YES	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/no/8.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/no/8.txt	djjleqmg	cecdqlew	10	YES	false
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/yes/9.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/yes/9.txt	pzaysool	ctnwquau	10	YES	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/no/9.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/no/9.txt	dadbexai	rwdybpwv	10	YES	false
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/yes/10.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/yes/10.txt	vigsvokg	isxotsse	10	YES	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/no/10.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/no/10.txt	gzbbjile	ahdlcylw	10	NA	false
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/yes/11.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/yes/11.txt	plurprfo	abcarcet	10	YES	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/no/11.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/no/11.txt	rsryfzme	drxzvmvr	10	NO	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/yes/12.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/yes/12.txt	epaefizi	kioyslzt	10	YES	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/no/12.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/no/12.txt	avmdegsp	xocrotjq	10	NO	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/yes/13.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/yes/13.txt	fzwxivba	ujinaiaf	10	YES	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/no/13.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/no/13.txt	doviaezw	xordfmtn	10	YES	false
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/yes/14.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/yes/14.txt	zdwbqizm	gnbzvdse	10	YES	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/no/14.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/no/14.txt	gnbzvdse	ameeobtf	10	YES	false
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/yes/15.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/yes/15.txt	xxlvsvwx	ibovpnyz	10	YES	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/no/15.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/no/15.txt	qqriddpx	dyiljuof	10	NO	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/yes/16.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/yes/16.txt	gbhfhmts	kalwmlsn	10	YES	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/no/16.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/no/16.txt	doaedklu	hdhhaddh	10	YES	false
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/yes/17.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/yes/17.txt	pnprhwia	vyhmsglx	10	YES	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/no/17.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/no/17.txt	yeuqtncx	mivucccj	10	NA	false
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/yes/18.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/yes/18.txt	jhyciros	mzmvctrk	10	NO	false
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/no/18.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/no/18.txt	yqrgmsmq	aykgpjzf	10	YES	false
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/yes/19.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/yes/19.txt	rkzfzvup	njpirenn	10	YES	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/no/19.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/no/19.txt	njpirenn	qpwyccyp	10	NA	false
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/yes/20.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/yes/20.txt	bxeoqqkp	dohxasum	10	YES	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/no/20.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/no/20.txt	mrpyoyaw	vjesgbch	10	NO	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/yes/21.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/yes/21.txt	xbdnhowg	zimkwino	10	NO	false
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/no/21.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/no/21.txt	hkzexnds	xbdnhowg	10	NA	false
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/yes/22.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/yes/22.txt	sdzbozaz	ctjcjovs	10	YES	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/no/22.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/no/22.txt	ctjcjovs	qdoshvdx	10	NO	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/yes/23.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/yes/23.txt	iqizriay	popghara	10	YES	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/no/23.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/no/23.txt	popghara	iqizriay	10	NO	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/yes/24.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/yes/24.txt	mhqfbpqh	kxlzbdho	10	YES	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/no/24.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/no/24.txt	wnqiuoci	ukbsqlug	10	YES	false
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/yes/25.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/yes/25.txt	qrybksyn	hqrhdelf	10	NA	false
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/no/25.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/no/25.txt	uanixzfv	igfwffzj	10	NO	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/yes/26.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/yes/26.txt	vxzozllw	znyeuhbc	10	YES	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/no/26.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/no/26.txt	gjdjnubg	rssqjoqq	10	NO	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/yes/27.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/yes/27.txt	tlbaotzw	lpoltrkg	10	NO	false
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/no/27.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/no/27.txt	qbigkpsi	sjlllsjd	10	NO	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/yes/28.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/yes/28.txt	qsizhhpv	rvdqnhgc	10	YES	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/no/28.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/no/28.txt	dwibsnym	xmmofwof	10	NA	false
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/yes/29.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/yes/29.txt	znnhzbpp	hqyemchz	10	YES	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/no/29.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/no/29.txt	badqyxpy	ffepzagi	10	YES	false
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/yes/30.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/yes/30.txt	xbgjxcoz	aazdpanc	10	NO	false
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/no/30.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/no/30.txt	nrcsuksn	zncstlag	10	NO	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/yes/31.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/yes/31.txt	favfeghs	ewwdwhro	10	YES	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/no/31.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/no/31.txt	zgizlicd	wnwemfbh	10	NO	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/yes/32.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/yes/32.txt	zuswtgib	bszpmzdq	10	YES	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/no/32.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/no/32.txt	erurbiup	wpgrterk	10	YES	false
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/yes/33.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/yes/33.txt	cdxmxiam	mhgopprn	10	NO	false
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/no/33.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/no/33.txt	viydddcs	ttfdqffc	10	NO	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/yes/34.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/yes/34.txt	pkirbxwn	bupihzzj	10	YES	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/no/34.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/no/34.txt	oxtqazkv	wycihkfl	10	NA	false
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/yes/35.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/yes/35.txt	xhdnoksd	nqviknpz	10	YES	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/no/35.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/no/35.txt	vixqszko	pxjyqjip	10	NA	false
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/yes/36.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/yes/36.txt	srtruntp	kmhckkhu	10	YES	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/no/36.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/no/36.txt	kmhckkhu	mzvrtmis	10	NO	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/yes/37.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/yes/37.txt	enxcroho	gokilrsy	10	YES	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/no/37.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/no/37.txt	wkivasmf	kdexdncn	10	YES	false
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/yes/38.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/yes/38.txt	uqrovmit	pwllrjix	10	YES	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/no/38.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/no/38.txt	yvmducas	obeeopuf	10	NO	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/yes/39.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/yes/39.txt	dluywtgr	mrzsojjm	10	YES	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/no/39.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/no/39.txt	zeuxtduw	sibqyxgo	10	NO	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/yes/40.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/yes/40.txt	wnyusbdh	cjnuitum	10	YES	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/no/40.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/no/40.txt	meowglnk	lutpviic	10	NO	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/yes/41.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/yes/41.txt	tmenhoem	wdpvyuqy	10	YES	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/no/41.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/no/41.txt	cbpvpnpt	xzctvneq	10	YES	false
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/yes/42.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/yes/42.txt	tlsnoysg	dvluwcxf	10	YES	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/no/42.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/no/42.txt	dvluwcxf	tlsnoysg	10	NO	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/yes/43.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/yes/43.txt	muotepip	tbcotzfw	10	YES	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/no/43.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/no/43.txt	agbueedc	ouezvkxm	10	NO	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/yes/44.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/yes/44.txt	phklfwxs	xddxpxzs	10	YES	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/no/44.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/no/44.txt	fhhhzetk	ltmjsafz	10	NO	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/yes/45.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/yes/45.txt	yfjxmice	jhdufmfl	10	YES	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/no/45.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/no/45.txt	kwrzuoxh	nghycvof	10	NA	false
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/yes/46.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/yes/46.txt	tvneimin	kxiixajz	10	NA	false
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/no/46.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/no/46.txt	porfaupt	lpedqcff	10	NO	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/yes/47.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/yes/47.txt	kcvzukeb	larhtkvw	10	YES	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/no/47.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/no/47.txt	odvcdbap	qkhkiumv	10	NO	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/yes/48.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/yes/48.txt	cqkabhuq	njgmhbbj	10	YES	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/no/48.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/no/48.txt	qmfhvzno	kcqehywl	10	NO	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/yes/49.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/yes/49.txt	zayusfmc	ovlktlso	10	NO	false
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/10/no/49.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/10/no/49.txt	aqwjowux	udeonyjq	10	YES	false
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/11/yes/0.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/11/yes/0.txt	yxglgvrl	xvrcshoo	11	YES	true
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/11/no/0.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/11/no/0.txt	slcyjkzz	ruombuvq	11	YES	false
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/11/yes/1.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/11/yes/1.txt	umzmnnmj	nbjscizd	11	NO	false
alphanumeric_step-by-step	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/prompts/11/no/1.txt	dataset/gpt-3.5-turbo-1106-25-true-ALPHANUMERIC-STEP_BY_STEP/results/11/no/1.txt	lubjlvhn	brpubysw	11	NO	true
